cidade,categoria,ofensor
Praia Grande,Links,SVE/IP/00277 - IPV6
Praia Grande,NOW,NOW ONLINE
Praia Grande,NOW,NOW
Praia Grande,Pay TV (Line UP),Não Definido
Praia Grande,Peering,Não Definido
Praia Grande,Rede HFC/Acesso,Node
Praia Grande,Rede HFC/Acesso,AP Cisco
Praia Grande,Rede HFC/Acesso,AP Belair
Praia Grande,Redundância,Não Definido
Praia Grande,SBC,NETFONE
Praia Grande,Servidores/Provisionamento,FACEBOOK
Praia Grande,Servidores/Provisionamento,GGC - RMA
Praia Grande,Servidores/Provisionamento,SERVIDOR-LDAP
Praia Grande,Servidores/Provisionamento,TV-SERVIDOR MCS
Praia Grande,Servidores/Provisionamento,NETFLIX - RMA
Praia Grande,Servidores/Provisionamento,NETFLIX
Praia Grande,Servidores/Provisionamento,AKAMAI
Praia Grande,Servidores/Provisionamento,SERVIDOR-DHCP
Praia Grande,Servidores/Provisionamento,SERVIDOR-DNS
Praia Grande,Servidores/Provisionamento,GGC
Praia Grande,Servidores/Provisionamento,FACEBOOK - RMA
Praia Grande,Sistemas,New Monitor
Praia Grande,Sistemas,Nágios Mapa
Praia Grande,Sistemas,Catapora
Praia Grande,Sistemas,Nágios IP
Praia Grande,Sistemas,SCAN
Praia Grande,Sistemas,Nágios NOW
Praia Grande,SoftSwitch,NETFONE
Praia Grande,SWITCH DE ACESSO,DATACOM
Praia Grande,SWITCH DE ACESSO,ASGA
Praia Grande,VHUB (Coletores),Não Definido
Praia Grande,WiFi - Aeroporto,Access Point
Praia Grande,WiFi - Aeroporto,Cable Modem
Praia Grande,WiFi - Aeroporto,Portal
Praia Grande,WiFi - Aeroporto,RedBack
Praia Grande,WiFi - Aeroporto,Contexto-RedBack
Praia Grande,WiFi - Aeroporto,Controladora
Praia Grande,WiFi - AP,Access Point
Praia Grande,WiFi - AP,Cable Modem
Praia Grande,WiFi - AP,Portal
Praia Grande,WiFi - AP,RedBack
Praia Grande,WiFi - AP,Contexto-RedBack
Praia Grande,WiFi - AP,Controladora
Presidente Prudente,Anel Virtua,Não Definido
Presidente Prudente,Backbone IP,ROUTER
Presidente Prudente,BSoD EBT,BSOD
Presidente Prudente,Canal Indisponivel,BAND NEWS HD
Presidente Prudente,Canal Indisponivel,TNT HD
Presidente Prudente,Canal Indisponivel,GLOOB
Presidente Prudente,Canal Indisponivel,AXN
Presidente Prudente,Canal Indisponivel,CARTOON NETWORK
Presidente Prudente,Canal Indisponivel,PREMIERE 7
Presidente Prudente,Canal Indisponivel,GNT
Presidente Prudente,Canal Indisponivel,PREMIERE 2
Presidente Prudente,Canal Indisponivel,NATGEO WILD HD
Presidente Prudente,Canal Indisponivel,GNT HD
Presidente Prudente,Canal Indisponivel,BIS HD
Presidente Prudente,Canal Indisponivel,SPORTV
Presidente Prudente,Canal Indisponivel,OFF
Presidente Prudente,Canal Indisponivel,BBC EARTH
Presidente Prudente,Canal Indisponivel,BBC EARTH HD
Presidente Prudente,Canal Indisponivel,ART LATINO
Presidente Prudente,Canal Indisponivel,SPORTV2
Presidente Prudente,Canal Indisponivel,NICKELODEON HD
Presidente Prudente,Canal Indisponivel,BOA VONTADE TV
Presidente Prudente,Canal Indisponivel,TV BRASIL
Presidente Prudente,Canal Indisponivel,TV APARECIDA
Presidente Prudente,Canal Indisponivel,BAND NEWS
Presidente Prudente,Canal Indisponivel,CARTOON NETWORK HD
Presidente Prudente,Canal Indisponivel,DISNEY CHANNEL
Presidente Prudente,Canal Indisponivel,AXN HD
Presidente Prudente,Canal Indisponivel,SPACE
Presidente Prudente,Canal Indisponivel,VIVA HD
Presidente Prudente,Canal Indisponivel,MAIS GLOBOSAT HD
Presidente Prudente,Canal Indisponivel,PREMIERE 5
Presidente Prudente,Canal Indisponivel,COMBATE HD
Presidente Prudente,Canal Indisponivel,NET MÚSICA
Presidente Prudente,Canal Indisponivel,OFF HD
Presidente Prudente,Canal Indisponivel,BAND SPORTS HD
Presidente Prudente,Canal Indisponivel,CANAL RURAL
Presidente Prudente,Canal Indisponivel,GLOBOSAT HD
Presidente Prudente,Canal Indisponivel,SPORTV HD
Presidente Prudente,Canal Indisponivel,PREMIERE 6
Presidente Prudente,Canal Indisponivel,CANAL BRASIL HD
Presidente Prudente,Canal Indisponivel,MAIS GLOBOSAT
Presidente Prudente,Canal Indisponivel,NICKELODEON
Presidente Prudente,Canal Indisponivel,MOSAICO MULTIJOGOS
Presidente Prudente,Canal Indisponivel,GLOBONEWS
Presidente Prudente,Canal Indisponivel,REDE VIDA
Presidente Prudente,Canal Indisponivel,FUTURA
Presidente Prudente,Canal Indisponivel,SPACE HD
Presidente Prudente,Canal Indisponivel,ARTE 1
Presidente Prudente,Canal Indisponivel,POLISHOP HD
Presidente Prudente,Canal Indisponivel,TNT
Presidente Prudente,Canal Indisponivel,UNIVERSAL TV HD
Presidente Prudente,Canal Indisponivel,PREMIERE 3
Presidente Prudente,Canal Indisponivel,PREMIERE 4
Presidente Prudente,Canal Indisponivel,SPORTV3 HD
Presidente Prudente,Canal Indisponivel,MULTIshow_ HD
Presidente Prudente,Canal Indisponivel,GLOOB HD
Presidente Prudente,Canal Indisponivel,PREMIERE HD 3
Presidente Prudente,Canal Indisponivel,VIVA
Presidente Prudente,Canal Indisponivel,REDE DO BEM
Presidente Prudente,Canal Indisponivel,CANAL BRASIL
Presidente Prudente,Canal Indisponivel,SPORTV2 HD
Presidente Prudente,Canal Indisponivel,NICK JR HD
Presidente Prudente,Canal Indisponivel,PREMIERE CLUBES
Presidente Prudente,Canal Indisponivel,SPORTV 3
Presidente Prudente,CMTS,CMTS
Presidente Prudente,Energia,Não Definido
Presidente Prudente,HeadEnd,DCM
Presidente Prudente,Infra Estrutura,REDE HFC
Presidente Prudente,Infra Estrutura,QUEDA DE ENERGIA NA REGIÃO
Presidente Prudente,Interatividade,LOGO DE CANAIS
Presidente Prudente,Links,PPE/IP/01641
Presidente Prudente,Links,PPE/IP/00716
Presidente Prudente,Links,PPE/IP/00574
Presidente Prudente,Links,PEERING BRU X PPE 10G
Presidente Prudente,Links,DCN Tellabs
Presidente Prudente,Links,MIA TV PPE AT DP* V 0003
Presidente Prudente,Links,PPE/IP/01737
Presidente Prudente,Links,INTERCONEXÃO NET X CLARO
Presidente Prudente,Links,PPE/IP/00660 - IPV6
Presidente Prudente,Links,PPE/IP/00715
Presidente Prudente,Links,PPE/IP/00529
Presidente Prudente,Links,PPE/IP/00722
Presidente Prudente,Links,BRUALIT/PPEATME/1G/001
Presidente Prudente,Links,BACKBONE
Presidente Prudente,Links,FACEBOOK
Presidente Prudente,Links,PPEAT/MIATV/DP*V/0004
Presidente Prudente,Links,MIA TV PPE AT DP*V 0003
Presidente Prudente,Links,PPE/IP/00662
Presidente Prudente,Links,PPE/IP/00528
Presidente Prudente,Links,PPEAT/MIATV/DP*V/0002
Presidente Prudente,Links,MIA TV PPE AT DP*V 0001
Presidente Prudente,Links,PPE/IP/00663
Presidente Prudente,Links,PPE/IP/00661 - IPV6
Presidente Prudente,Links,PPE/IP/00573
Presidente Prudente,NOW,NOW
Presidente Prudente,NOW,NOW IP
Presidente Prudente,Pay TV (Line UP),Não Definido
Presidente Prudente,Peering,Não Definido
Presidente Prudente,Redundância,Não Definido
Presidente Prudente,Servidores/Provisionamento,DNS
Presidente Prudente,Servidores/Provisionamento,FACEBOOK - RMA
Presidente Prudente,Servidores/Provisionamento,DHCP
Presidente Prudente,Servidores/Provisionamento,GGC
Presidente Prudente,Servidores/Provisionamento,NETFLIX
Presidente Prudente,Servidores/Provisionamento,FACEBOOK
Presidente Prudente,Servidores/Provisionamento,GGC - RMA
Presidente Prudente,Servidores/Provisionamento,AKAMAI - RMA
Presidente Prudente,Servidores/Provisionamento,NETFLIX - RMA
Presidente Prudente,Servidores/Provisionamento,TV-SERVIDOR MCS
Presidente Prudente,Servidores/Provisionamento,AKAMAI
Presidente Prudente,SoftSwitch,NETFONE
Presidente Prudente,SWITCH DE ACESSO,DATACOM
Presidente Prudente,SWITCH DE ACESSO,ASGA
Presidente Prudente,VHUB (Coletores),Não Definido
Presidente Prudente,WiFi - AP,COMMUNITY
Quatro Barras,Links,GPON
Quatro Barras,Links,NETFONE
Quatro Barras,SoftSwitch,CTATF
Rafard,Anel Virtua,Não Definido
Rafard,Backbone,Switch
Rafard,Backbone,Controller Belair
Rafard,Backbone,Controller Cisco
Rafard,Backbone,RedBack
Rafard,Backbone IP,BACKBONE
Rafard,Backbone IP,ROUTER
Rafard,BSoD EBT,BSoD EBT
Rafard,BSoD Primesys,BSoD Primesys
Rafard,Canal Indisponivel,ESPN HD
Rafard,Canal Indisponivel,HBO SIGNATURE HD
Rafard,Canal Indisponivel,NET TV HD
Rafard,Canal Indisponivel,REDE PLENITUDE
Rafard,Canal Indisponivel,TELECINE PIPOCA
Rafard,Canal Indisponivel,CARTOON GAMES - INTERATIVO
Rafard,Canal Indisponivel,E! 
Rafard,Canal Indisponivel,HBO PLUS HD
Rafard,Canal Indisponivel,NET INTERATIVA
Rafard,Canal Indisponivel,REDE 21
Rafard,Canal Indisponivel,TELECINE CULT HD
Rafard,Canal Indisponivel,WARNER HD
Rafard,Canal Indisponivel,CANAL RURAL
Rafard,Canal Indisponivel,DISNEY JUNIOR
Rafard,Canal Indisponivel,HBO FAMILY HD
Rafard,Canal Indisponivel,NBR
Rafard,Canal Indisponivel,RECORD HD
Rafard,Canal Indisponivel,TELECINE ACTION
Rafard,Canal Indisponivel,VH1 MEGAHITS
Rafard,Canal Indisponivel,CANAL BRASIL HD
Rafard,Canal Indisponivel,DISCOVERY TURBO HD
Rafard,Canal Indisponivel,GNT HD
Rafard,Canal Indisponivel,NATGEO WILD HD
Rafard,Canal Indisponivel,PRIME BOX BRAZIL
Rafard,Canal Indisponivel,SYFY
Rafard,Canal Indisponivel,UNIVERSAL CHANNEL
Rafard,Canal Indisponivel,BLOOMBERG
Rafard,Canal Indisponivel,DISCOVERY KIDS HD
Rafard,Canal Indisponivel,GLOOB
Rafard,Canal Indisponivel,MULTIshow_
Rafard,Canal Indisponivel,PREMIERE HD2
Rafard,Canal Indisponivel,SPORTV3
Rafard,Canal Indisponivel,TV SENADO
Rafard,Canal Indisponivel,BBC WORLD NEWS
Rafard,Canal Indisponivel,DISCOVERY HD
Rafard,Canal Indisponivel,GLOBO NEWS
Rafard,Canal Indisponivel,MIX TV
Rafard,Canal Indisponivel,PREMIERE 8
Rafard,Canal Indisponivel,SPORTV HD
Rafard,Canal Indisponivel,TV JUSTIÇA
Rafard,Canal Indisponivel,BAND SPORTS HD
Rafard,Canal Indisponivel,DISC. HOME & HEALTH HD
Rafard,Canal Indisponivel,GAZETA
Rafard,Canal Indisponivel,MEGA TV
Rafard,Canal Indisponivel,PREMIERE 5
Rafard,Canal Indisponivel,SPACE
Rafard,Canal Indisponivel,TV BRASIL
Rafard,Canal Indisponivel,BAND HD
Rafard,Canal Indisponivel,CULTURA
Rafard,Canal Indisponivel,FUTURA
Rafard,Canal Indisponivel,MAX PRIMEe
Rafard,Canal Indisponivel,POLISHOP
Rafard,Canal Indisponivel,SIC
Rafard,Canal Indisponivel,TNT HD
Rafard,Canal Indisponivel,ARTE1
Rafard,Canal Indisponivel,COMBATE
Rafard,Canal Indisponivel,FOX SPORTS HD2
Rafard,Canal Indisponivel,MAX HD
Rafard,Canal Indisponivel,PARAMOUNT HD
Rafard,Canal Indisponivel,SEXY HOT
Rafard,Canal Indisponivel,TLC
Rafard,Canal Indisponivel,#NOME?
Rafard,Canal Indisponivel,CLIMATEMPO
Rafard,Canal Indisponivel,FOX HD
Rafard,Canal Indisponivel,IDEAL TV
Rafard,Canal Indisponivel,OFF
Rafard,Canal Indisponivel,SBT HD
Rafard,Canal Indisponivel,TELECINE TOUCH HD
Rafard,Canal Indisponivel,ESPN 2 HD
Rafard,Canal Indisponivel,HBO2 HD
Rafard,Canal Indisponivel,NICK JR.
Rafard,Canal Indisponivel,REDE VIDA
Rafard,Canal Indisponivel,TELECINE PREMIUM
Rafard,Canal Indisponivel,CARTOON NETWORK
Rafard,Canal Indisponivel,ESPN BRASIL HD
Rafard,Canal Indisponivel,HBO SIGNATURE
Rafard,Canal Indisponivel,NET TV
Rafard,Canal Indisponivel,REDE MUNDIAL
Rafard,Canal Indisponivel,TELECINE FUN HD
Rafard,Canal Indisponivel,WOOHOO
Rafard,Canal Indisponivel,CANÇÃO NOVA
Rafard,Canal Indisponivel,DW (AMERIKA)
Rafard,Canal Indisponivel,HBO PLUS
Rafard,Canal Indisponivel,NET GAMES
Rafard,Canal Indisponivel,RECORD
Rafard,Canal Indisponivel,TELECINE CULT
Rafard,Canal Indisponivel,VIVA HD
Rafard,Canal Indisponivel,CANAL LEGISLATIVO
Rafard,Canal Indisponivel,DISNEY CHANNEL HD
Rafard,Canal Indisponivel,HBO FAMILY
Rafard,Canal Indisponivel,NATIONAL GEOGRAPHIC HD
Rafard,Canal Indisponivel,RAI
Rafard,Canal Indisponivel,TCM
Rafard,Canal Indisponivel,VENUS
Rafard,Canal Indisponivel,011 - TV JUSTIÇA
Rafard,Canal Indisponivel,CANAL BRASIL
Rafard,Canal Indisponivel,DISCOVERY TURBO
Rafard,Canal Indisponivel,GNT
Rafard,Canal Indisponivel,MUSIC BOX BRAZIL
Rafard,Canal Indisponivel,PREMIERE MOSAICO
Rafard,Canal Indisponivel,STUDIO UNIVERSAL
Rafard,Canal Indisponivel,TVE INTERNACIONAL
Rafard,Canal Indisponivel,BIS HD
Rafard,Canal Indisponivel,DISCOVERY KIDS
Rafard,Canal Indisponivel,GLOBO
Rafard,Canal Indisponivel,MTV HD
Rafard,Canal Indisponivel,PREMIERE CLUBES HD
Rafard,Canal Indisponivel,SPORTV2 HD
Rafard,Canal Indisponivel,TV RA TIM BUM
Rafard,Canal Indisponivel,BBC HD
Rafard,Canal Indisponivel,DISCOVERY CIVILIZATION
Rafard,Canal Indisponivel,GLOBO HD
Rafard,Canal Indisponivel,MEGAPIX HD
Rafard,Canal Indisponivel,PREMIERE 7
Rafard,Canal Indisponivel,SPORTV
Rafard,Canal Indisponivel,TV ESCOLA
Rafard,Canal Indisponivel,BAND SPORTS
Rafard,Canal Indisponivel,DISC. HOME & HEALTH
Rafard,Canal Indisponivel,FX HD
Rafard,Canal Indisponivel,MAX UP HD
Rafard,Canal Indisponivel,PREMIERE 4
Rafard,Canal Indisponivel,SONY HD
Rafard,Canal Indisponivel,TV ABERTA
Rafard,Canal Indisponivel,AXN HD
Rafard,Canal Indisponivel,CULTURA HD
Rafard,Canal Indisponivel,FOX SPORTS2
Rafard,Canal Indisponivel,MAX PRIME HD
Rafard,Canal Indisponivel,PLAYBOY TV
Rafard,Canal Indisponivel,SHOPTIME.COM
Rafard,Canal Indisponivel,TNT
Rafard,Canal Indisponivel,ANIMAL PLANET
Rafard,Canal Indisponivel,CNT
Rafard,Canal Indisponivel,FOX SPORTS HD
Rafard,Canal Indisponivel,MAX
Rafard,Canal Indisponivel,PARAMOUNT
Rafard,Canal Indisponivel,SEXTREME
Rafard,Canal Indisponivel,THE HISTORY CHANNEL HD
Rafard,Canal Indisponivel,#NOME?
Rafard,Canal Indisponivel,FOX
Rafard,Canal Indisponivel,ID HD
Rafard,Canal Indisponivel,NOVO TEMPO
Rafard,Canal Indisponivel,RIT TV
Rafard,Canal Indisponivel,TELECINE TOUCH
Rafard,Canal Indisponivel,CINEMAX HD
Rafard,Canal Indisponivel,ESPN  
Rafard,Canal Indisponivel,HBO2
Rafard,Canal Indisponivel,NHK
Rafard,Canal Indisponivel,REDE TV!
Rafard,Canal Indisponivel,TELECINE PIPOCA HD
Rafard,Canal Indisponivel,CARTOON HD
Rafard,Canal Indisponivel,ESPN BRASIL
Rafard,Canal Indisponivel,HBO PLUSe
Rafard,Canal Indisponivel,TODOS OS CANAIS
Rafard,Canal Indisponivel,NET MÚSICA
Rafard,Canal Indisponivel,REDE GOSPEL
Rafard,Canal Indisponivel,TELECINE FUN
Rafard,Canal Indisponivel,WARNER
Rafard,Canal Indisponivel,CANAL UNIVERSITÁRIO
Rafard,Canal Indisponivel,DISNEY XD
Rafard,Canal Indisponivel,HBO HD
Rafard,Canal Indisponivel,NET CIDADE SP
Rafard,Canal Indisponivel,RECORD NEWS
Rafard,Canal Indisponivel,TELECINE ACTION HD
Rafard,Canal Indisponivel,VIVA
Rafard,Canal Indisponivel,CANAL DE VENDAS NET 
Rafard,Canal Indisponivel,DISNEY CHANNEL
Rafard,Canal Indisponivel,HBO
Rafard,Canal Indisponivel,NATIONAL GEOGRAPHIC
Rafard,Canal Indisponivel,PRIVATE
Rafard,Canal Indisponivel,TBS
Rafard,Canal Indisponivel,UNIVERSAL TV HD
Rafard,Canal Indisponivel,BOOMERANG
Rafard,Canal Indisponivel,DISCOVERY SCIENCE
Rafard,Canal Indisponivel,GLOOB HD
Rafard,Canal Indisponivel,MULTIshow_ HD
Rafard,Canal Indisponivel,PREMIERE INTERATIVO
Rafard,Canal Indisponivel,SPORTV3 HD
Rafard,Canal Indisponivel,TV5 MONDE
Rafard,Canal Indisponivel,BIS
Rafard,Canal Indisponivel,DISCOVERY HD THEATER
Rafard,Canal Indisponivel,GLOBO NEWS HD
Rafard,Canal Indisponivel,MTV
Rafard,Canal Indisponivel,PREMIERE CLUBES
Rafard,Canal Indisponivel,SPORTV2
Rafard,Canal Indisponivel,TV KOREA
Rafard,Canal Indisponivel,BAND
Rafard,Canal Indisponivel,DISCOVERY
Rafard,Canal Indisponivel,GLITZ
Rafard,Canal Indisponivel,MEGAPIX
Rafard,Canal Indisponivel,PREMIERE 6
Rafard,Canal Indisponivel,SPACE HD
Rafard,Canal Indisponivel,BBC EARTH
Rafard,Canal Indisponivel,TV CAMARA
Rafard,Canal Indisponivel,BAND NEWS
Rafard,Canal Indisponivel,CURTA!
Rafard,Canal Indisponivel,BBC EARTH HD
Rafard,Canal Indisponivel,FX
Rafard,Canal Indisponivel,MAX UP
Rafard,Canal Indisponivel,PREMIERE 2
Rafard,Canal Indisponivel,SONY
Rafard,Canal Indisponivel,TOONCAST
Rafard,Canal Indisponivel,AXN
Rafard,Canal Indisponivel,COMEDY CENTRAL
Rafard,Canal Indisponivel,FOX SPORTS 
Rafard,Canal Indisponivel,MAX PRIME
Rafard,Canal Indisponivel,PLAY TV
Rafard,Canal Indisponivel,SHOPBUY
Rafard,Canal Indisponivel,TLC HD SIMULCAST
Rafard,Canal Indisponivel,A&E
Rafard,Canal Indisponivel,CNN INTERNATIONAL
Rafard,Canal Indisponivel,FOX LIFE
Rafard,Canal Indisponivel,LIFETIME
Rafard,Canal Indisponivel,OFF HD
Rafard,Canal Indisponivel,SBT  
Rafard,Canal Indisponivel,THE HISTORY CHANNEL
Rafard,Canal Indisponivel,NOW
Rafard,Canal Indisponivel,FOR MAN
Rafard,Canal Indisponivel,ID
Rafard,Canal Indisponivel,NICKELODEON
Rafard,Canal Indisponivel,REDETV! HD
Rafard,Canal Indisponivel,TELECINE PREMIUM HD
Rafard,Canal Indisponivel,CINEMAX
Rafard,CMTS,SLODTCCMT06
Rafard,CMTS,CMTS
Rafard,CMTS,CPRDTCCMT01
Rafard,Energia,Não Definido
Rafard,HeadEnd,RF GATEWAY
Rafard,Infra Estrutura,QUEDA DE ENERGIA HEADEND/DATACENTER
Rafard,Infra Estrutura,QUEDA DE ENERGIA NA REGIÃO
Rafard,Infra Estrutura,REDE HFC
Rafard,Link,Aeroporto CGH
Rafard,Link,Claro
Rafard,Link,Aeroporto GRU
Rafard,Links,SLO/IP/00161 - IPV6
Rafard,Links,SLO/IP/00135
Rafard,Links,SLO/IP/00132
Rafard,Links,INTERCONEXÃO SLO X ITU
Rafard,Links,SLOOCE/SPOIG/1G/002
Rafard,Links,YOUTUBE
Rafard,Links,PTT
Rafard,Links,SLO/IP/00938
Rafard,Links,SLO/IP/00170 - IPV6
Rafard,Links,SLO/IP/00191
Rafard,Links,SLO/IP/00136
Rafard,Links,SLO/IP/00133
Rafard,Links,BACKBONE
Rafard,Links,WHATSAPP
Rafard,Links,NETFLIX
Rafard,Links,SLO/IP/00179 - IPV6
Rafard,Links,SLO/IP/00162
Rafard,Links,SLO/IP/00157
Rafard,Links,SLO/IP/00151
Rafard,Links,SLOOCE/SPOIG/1G/003
Rafard,Links,TERRA
Rafard,Links,INSTAGRAM
Rafard,Links,SLO/IP/00178 - IPV6
Rafard,NOW,NOW ONLINE
Rafard,NOW,NOW
Rafard,Pay TV (Line UP),Não Definido
Rafard,Peering,Não Definido
Rafard,Rede HFC/Acesso,Node
Rafard,Rede HFC/Acesso,AP Cisco
Rafard,Rede HFC/Acesso,AP Belair
Rafard,Redundância,Não Definido
Rafard,Servidores/Provisionamento,servidor LDAP
Rafard,Servidores/Provisionamento,GGC
Rafard,Servidores/Provisionamento,FACEBOOK
Rafard,Servidores/Provisionamento,GGC - RMA
Rafard,Servidores/Provisionamento,NETFLIX - RMA
Rafard,Servidores/Provisionamento,FACEBOOK - RMA
Rafard,Servidores/Provisionamento,AKAMAI
Rafard,Servidores/Provisionamento,SERVIDOR DNS
Rafard,Servidores/Provisionamento,TV-SERVIDOR MCS
Rafard,Servidores/Provisionamento,NETFLIX
Rafard,Servidores/Provisionamento,servidor dhcp
Rafard,Sistemas,Catapora
Rafard,Sistemas,Nágios IP
Rafard,Sistemas,Nágios NOW
Rafard,Sistemas,New Monitor
Rafard,Sistemas,Nágios Mapa
Rafard,SoftSwitch,NETFONE
Rafard,SWITCH DE ACESSO,DATACOM
Rafard,SWITCH DE ACESSO,ASGA
Rafard,VHUB (Coletores),Não Definido
Rafard,WiFi - Aeroporto,Contexto-RedBack
Rafard,WiFi - Aeroporto,Controladora
Rafard,WiFi - Aeroporto,Access Point
Rafard,WiFi - Aeroporto,Cable Modem
Rafard,WiFi - Aeroporto,Portal
Rafard,WiFi - Aeroporto,RedBack
Rafard,WiFi - AP,Contexto-RedBack
Rafard,WiFi - AP,Controladora
Rafard,WiFi - AP,COMMUNITY
Rafard,WiFi - AP,Access Point
Rafard,WiFi - AP,Cable Modem
Rafard,WiFi - AP,Portal
Rafard,WiFi - AP,RedBack
Recife,Anel Virtua,Não Definido
Recife,Atendimento Digital,MINIGUIA
Recife,Backbone,Controller Belair
Recife,Backbone,Controller Cisco
Recife,Backbone,RedBack
Recife,Backbone,Switch
Recife,Backbone IP,ROUTER
Recife,Backbone IP,SWITCH
Recife,BSoD EBT,BSoD EBT
Recife,BSoD Primesys,BSoD Primesys
Recife,Canal Indisponivel,VIVA HD
Recife,Canal Indisponivel,CANAL LEGISLATIVO
Recife,Canal Indisponivel,DW (AMERIKA)
Recife,Canal Indisponivel,HBO PLUS
Recife,Canal Indisponivel,NET GAMES
Recife,Canal Indisponivel,RECORD
Recife,Canal Indisponivel,TELECINE CULT
Recife,Canal Indisponivel,VENUS
Recife,Canal Indisponivel,CANAL BRASIL
Recife,Canal Indisponivel,DISNEY CHANNEL HD
Recife,Canal Indisponivel,HBO FAMILY
Recife,Canal Indisponivel,NATIONAL GEOGRAPHIC HD
Recife,Canal Indisponivel,RAI
Recife,Canal Indisponivel,TCM
Recife,Canal Indisponivel,TVE INTERNACIONAL
Recife,Canal Indisponivel,TV NOVA
Recife,Canal Indisponivel,BIS HD
Recife,Canal Indisponivel,DISCOVERY TURBO
Recife,Canal Indisponivel,GNT
Recife,Canal Indisponivel,MUSIC BOX BRAZIL
Recife,Canal Indisponivel,PREMIERE MOSAICO
Recife,Canal Indisponivel,STUDIO UNIVERSAL
Recife,Canal Indisponivel,TV RA TIM BUM
Recife,Canal Indisponivel,BBC HD
Recife,Canal Indisponivel,DISCOVERY KIDS
Recife,Canal Indisponivel,GLOBO
Recife,Canal Indisponivel,MTV HD
Recife,Canal Indisponivel,PREMIERE CLUBES HD
Recife,Canal Indisponivel,SPORTV2 HD
Recife,Canal Indisponivel,TV ESCOLA
Recife,Canal Indisponivel,EI MAXX HD
Recife,Canal Indisponivel,TOP TV
Recife,Canal Indisponivel,BAND SPORTS
Recife,Canal Indisponivel,DISCOVERY CIVILIZATION
Recife,Canal Indisponivel,GLOBO HD
Recife,Canal Indisponivel,MEGAPIX HD
Recife,Canal Indisponivel,PREMIERE 7
Recife,Canal Indisponivel,SPORTV
Recife,Canal Indisponivel,TV ABERTA
Recife,Canal Indisponivel,AXN HD
Recife,Canal Indisponivel,DISC. HOME & HEALTH
Recife,Canal Indisponivel,FX HD
Recife,Canal Indisponivel,MAX UP HD
Recife,Canal Indisponivel,PREMIERE 4
Recife,Canal Indisponivel,SONY HD
Recife,Canal Indisponivel,ANIMAL PLANET
Recife,Canal Indisponivel,CULTURA HD
Recife,Canal Indisponivel,FOX SPORTS2
Recife,Canal Indisponivel,REDE DO BEM
Recife,Canal Indisponivel,MAX PRIME HD
Recife,Canal Indisponivel,PLAYBOY TV
Recife,Canal Indisponivel,SHOPTIME.COM
Recife,Canal Indisponivel,TNT
Recife,Canal Indisponivel,TV UNIVERSITARIA
Recife,Canal Indisponivel,#NOME?
Recife,Canal Indisponivel,CNT
Recife,Canal Indisponivel,FOX SPORTS HD
Recife,Canal Indisponivel,MAX
Recife,Canal Indisponivel,PARAMOUNT
Recife,Canal Indisponivel,SEXTREME
Recife,Canal Indisponivel,THE HISTORY CHANNEL HD
Recife,Canal Indisponivel,CINEMAX HD
Recife,Canal Indisponivel,FOX
Recife,Canal Indisponivel,ID HD
Recife,Canal Indisponivel,NOVO TEMPO
Recife,Canal Indisponivel,RIT TV
Recife,Canal Indisponivel,TELECINE TOUCH
Recife,Canal Indisponivel,CARTOON HD
Recife,Canal Indisponivel,ESPN  
Recife,Canal Indisponivel,HBO2
Recife,Canal Indisponivel,NHK
Recife,Canal Indisponivel,REDE TV!
Recife,Canal Indisponivel,TELECINE PIPOCA HD
Recife,Canal Indisponivel,WARNER
Recife,Canal Indisponivel,CANAL UNIVERSITÁRIO
Recife,Canal Indisponivel,ESPN BRASIL
Recife,Canal Indisponivel,HBO PLUSe
Recife,Canal Indisponivel,NET MÚSICA
Recife,Canal Indisponivel,REDE GOSPEL
Recife,Canal Indisponivel,TELECINE FUN
Recife,Canal Indisponivel,APARECIDA
Recife,Canal Indisponivel,VIVA
Recife,Canal Indisponivel,CANAL DE VENDAS NET 
Recife,Canal Indisponivel,DISNEY XD
Recife,Canal Indisponivel,HBO HD
Recife,Canal Indisponivel,NET CIDADE SP
Recife,Canal Indisponivel,RECORD NEWS
Recife,Canal Indisponivel,TELECINE ACTION HD
Recife,Canal Indisponivel,UNIVERSAL TV HD
Recife,Canal Indisponivel,BOOMERANG
Recife,Canal Indisponivel,DISNEY CHANNEL
Recife,Canal Indisponivel,HBO
Recife,Canal Indisponivel,NATIONAL GEOGRAPHIC
Recife,Canal Indisponivel,PRIVATE
Recife,Canal Indisponivel,TBS
Recife,Canal Indisponivel,TV5 MONDE
Recife,Canal Indisponivel,BIS
Recife,Canal Indisponivel,DISCOVERY SCIENCE
Recife,Canal Indisponivel,GLOOB HD
Recife,Canal Indisponivel,TV BRASIL HD
Recife,Canal Indisponivel,MULTIshow_ HD
Recife,Canal Indisponivel,PREMIERE INTERATIVO
Recife,Canal Indisponivel,SPORTV3 HD
Recife,Canal Indisponivel,TV KOREA
Recife,Canal Indisponivel,BAND
Recife,Canal Indisponivel,DISCOVERY HD THEATER
Recife,Canal Indisponivel,GLOBO NEWS HD
